Date,UHI,NDVI,Population,Albedo,NO2_Total,NO2_Tropospheric,NO2_Stratospheric,Aerosol_Index,Cloud_Fraction,GHSL_Built
2020-01-07,2.71738921516285,3402.0,24118.0234375,0.12925,7.763021369822054e-05,5.433729007143876e-05,2.515886455067944e-05,-1.4560109433808903,0.11949358738431358,1.0
2020-01-23,2.504554191137249,3382.0,24118.0234375,0.12775,6.910224091439448e-05,4.216579001007232e-05,2.6936450271674097e-05,-1.3598086055247192,0.025110901638543584,1.0
2020-02-08,3.301601708489059,2944.0,24118.0234375,0.12325,7.026161498665105e-05,4.156331871658694e-05,2.8615829704599875e-05,-1.4745258994496049,0.06843056887474844,1.0
2020-02-24,3.8826214628937414,2855.0,24118.0234375,0.121,6.980892729724757e-05,4.097390302968285e-05,2.9549722845635227e-05,-1.4741654570805955,0.04831486191006414,1.0
2020-03-11,3.261836625734105,3022.0,24118.0234375,0.1245625,5.912434548176044e-05,2.5877225747351235e-05,3.324711890435696e-05,-1.2810107539742213,0.007084237780396354,1.0
2020-03-27,2.156380138814754,3245.0,24118.0234375,0.13225,4.9495811660476446e-05,1.6749169440584076e-05,3.2746641615525895e-05,-1.2162032325224992,0.01918954405988291,1.0
2020-04-12,2.3448104644954597,3713.0,24118.0234375,0.1343125,5.769911990061366e-05,2.1732161730610415e-05,3.5838877997089154e-05,-0.9909669927297607,0.05720487657255237,1.0
2020-04-28,3.724628937533346,2977.0,24118.0234375,0.14071428571428574,6.053450154325264e-05,2.308673250845517e-05,3.744776921250675e-05,-1.1850052815201004,0.031370034383236066,1.0
2020-05-14,2.379893219434045,3148.0,24118.0234375,0.1304375,8.42135258926996e-05,4.583805633420464e-05,3.801345338722896e-05,-0.9859477304001419,0.06440457170479662,1.0
2020-05-30,3.854308595835583,2565.0,24118.0234375,0.1275,8.069830813801496e-05,4.536409207902021e-05,3.878449339938826e-05,-1.530699112322246,0.1369906956340493,1.0
2020-06-15,-2.224485559566773,3116.0,24118.0234375,0.1352375,7.594663102401855e-05,4.025661038195147e-05,3.7877133695298115e-05,-1.4510120287823374,0.1682109556873083,1.0
2020-07-01,2.5183662573411425,3062.0,24118.0234375,0.134875,7.362335041724601e-05,4.526089407944707e-05,3.780423987050213e-05,-1.4285302346934685,0.2790469466142529,1.0
2020-07-17,2.991413104933856,3329.0,24118.0234375,0.11909507575757576,7.003749102988496e-05,2.6429389640683315e-05,3.987385324517279e-05,-1.1015669478916719,0.4606476952264381,1.0
2020-08-02,2.991413104933856,2388.0,24118.0234375,0.12479807692307691,5.4959960396692946e-05,5.6493293987422096e-05,3.6786149982194324e-05,-1.2445176702216696,0.5845910550503899,1.0
2020-08-18,-4.499253438113946,3172.0,24118.0234375,0.156,8.635569033772567e-05,6.897184946639146e-05,3.7657748449086354e-05,-1.546560346415119,0.3608441173447675,1.0
2020-09-03,6.614105712760299,3002.0,24118.0234375,0.15425,6.816706864784124e-05,3.028094914551831e-05,3.620480017990507e-05,-1.554245857034073,0.3463705386338792,1.0
2020-09-19,3.9095408435664822,3847.0,24118.0234375,0.13219503968253968,9.03268575975636e-05,5.8604443710920975e-05,3.67499135285975e-05,-1.531902055220358,0.3473236098507771,1.0
2020-10-05,3.407431927389233,3587.0,24118.0234375,0.117,9.539735393369067e-05,5.7160266258125914e-05,3.6383167371538463e-05,-1.3143913075058355,0.35359375512971003,1.0
2020-10-21,2.0218045915643152,3376.0,24118.0234375,0.117,0.00011797991179410046,0.00010857882971870228,3.4846130616133196e-05,-1.7398152542268697,0.33523973228997506,1.0
2020-11-06,0.32782167645489224,3010.0,24118.0234375,0.121,8.366011074845826e-05,3.6468223737861026e-05,3.4876701578981904e-05,-1.5608843165175048,0.2162856776507375,1.0
2020-11-22,2.5960918312867314,3376.0,24118.0234375,0.11933333333333333,6.679242735340651e-05,3.146584872433151e-05,3.186736895850063e-05,-1.4956816512421314,0.5629817699897196,1.0
2020-12-08,1.230533902829702,2482.0,24118.0234375,0.09826666666666667,8.142324486978544e-05,4.8592690990960385e-05,3.11481317166368e-05,-1.5956614965103706,0.22047075892745752,1.0
2020-12-24,1.3725520555259223,2584.0,24118.0234375,0.1275806818181818,8.485022792041013e-05,8.782952761674447e-05,3.0127848706986235e-05,-1.6678209661924155,0.37624253555858456,1.0
2021-01-09,2.587469300587294,2999.0,24118.0234375,0.10711111111111112,8.606238987890377e-05,6.20418545838743e-05,3.231803670809281e-05,-1.720160608439381,0.17157799096080895,1.0
2021-01-25,2.760848905499209,2953.0,24118.0234375,0.10981250000000001,9.974088879818725e-05,7.258647953648054e-05,3.100516101393128e-05,-1.6363277376816077,0.08039990221303489,1.0
2021-02-10,2.105942338494401,3231.0,24118.0234375,0.109625,0.0001142389091670413,9.740724199051263e-05,3.302805487171603e-05,-1.794589618696099,0.1020029888475937,1.0
2021-02-26,2.977229044313958,2532.0,24118.0234375,0.1216875,7.510975392165734e-05,3.86454678146219e-05,3.6464285361889766e-05,-1.3792795715391875,0.009409089220276818,1.0
2021-03-14,2.1777736252002455,2912.0,24118.0234375,0.11737500000000001,7.069775506044283e-05,3.366591226708101e-05,3.7435549011994954e-05,-1.3505423984194185,0.06651668993832081,1.0
2021-03-30,2.9087666844634157,3161.0,24118.0234375,0.11887500000000001,8.582857246246798e-05,5.23625988706642e-05,3.901516997475433e-05,-0.8489227490332236,0.08710902134593954,1.0
2021-04-15,2.4987399893219333,3004.0,24118.0234375,0.1226875,8.644686957018152e-05,4.60090212065661e-05,4.043784805412282e-05,-1.5050952044832453,0.04954947193216725,1.0
2021-05-01,5.996732514682357,3012.0,24118.0234375,0.1325,5.9574063145914464e-05,2.0091466014790075e-05,4.200215693815497e-05,-1.6067201119123942,0.052561956736183586,1.0
2021-05-17,3.161489588894831,3309.0,24118.0234375,0.12490909090909091,8.268434076297842e-05,3.881617813588463e-05,4.289283985877559e-05,-1.5512756947103954,0.11125144056041053,1.0
2021-06-02,3.5190816871329105,2937.0,24118.0234375,0.1228875,8.257580284474971e-05,3.992926825602987e-05,4.21539939011211e-05,-1.5789079681676368,0.20951405073352297,1.0
2021-06-18,3.3279604911905807,3302.0,24118.0234375,0.13408333333333333,9.116934924991594e-05,5.3942238196154186e-05,4.194984022964053e-05,-1.4035087839870695,0.27750678475428514,1.0
2021-07-04,2.991413104933856,2942.0,24118.0234375,0.134,9.353733014316195e-05,8.50350803188135e-05,4.198017103504847e-05,-0.7776639656847236,0.3228348673208778,1.0
2021-07-20,2.9832461292044883,3172.0,24118.0234375,0.1323625,7.63994682264445e-05,4.098432718031437e-05,4.2250084163922695e-05,-0.16615499815807994,0.26824992281161464,1.0
2021-08-05,3.6997926008968562,3530.0,24118.0234375,0.11960151515151515,9.484691695934445e-05,7.25100334428801e-05,4.079356703988523e-05,-0.4177891510333882,0.3022607862286076,1.0
2021-08-21,5.405531233315514,3797.0,24118.0234375,0.1275,9.1497287041753e-05,5.382761075569072e-05,4.0285343763087343e-05,-0.3346217160059355,0.2301249030588879,1.0
2021-09-06,3.9830432461292204,2658.0,24118.0234375,0.1277681818181818,8.411922079601252e-05,6.073455562969584e-05,4.0554655098450474e-05,-0.43867858395367193,0.2819014037436749,1.0
2021-09-22,4.516787003610148,3711.0,24118.0234375,0.12378630952380953,9.376238487014982e-05,4.94213158736364e-05,3.913918702201751e-05,-0.6620562659546695,0.2066356365223752,1.0
2021-10-08,4.009470457079182,3113.0,24118.0234375,0.12963750000000002,0.00013134985208194749,0.00011026596673424455,3.7989981281916155e-05,-0.8042732184660306,0.23770917783089937,1.0
2021-10-24,2.991413104933856,2609.0,24118.0234375,0.1275806818181818,8.16846961415391e-05,0.0001158434136551783,3.4713165895184815e-05,-0.8129220916634816,0.6038378752438552,1.0
2021-11-09,3.3351521623064784,3851.0,24118.0234375,0.13219503968253968,9.429858355815736e-05,7.596701591323233e-05,3.41238500801333e-05,-0.5156635459689118,0.359884471573021,1.0
2021-11-25,-0.363801388147337,3357.0,24118.0234375,0.11391325757575758,0.00011486837821661142,9.9810025987612e-05,3.178342800206687e-05,-0.4662888983543788,0.2021556915522341,1.0
2021-12-11,1.1190389749065943,3646.0,24118.0234375,0.1142857142857143,0.0001398704337773497,0.0001209664478168268,3.3115191619003614e-05,-0.2501184336166654,0.1765436035416247,1.0
2021-12-27,2.6945328350239848,3375.0,24118.0234375,0.1076875,7.480274877535198e-05,5.2005140865284885e-05,3.2035532364646975e-05,-0.560825102116,0.21960411816856543,1.0
2022-01-12,1.5545595301654878,3576.0,24118.0234375,0.1090909090909091,8.694532403282157e-05,5.872716537186409e-05,3.43093428015394e-05,-0.5959628984866377,0.1484290497370716,1.0
2022-01-28,3.844431393486353,3653.0,24118.0234375,0.12077777777777778,0.00012058478993311325,8.399555987464481e-05,3.2906136565928176e-05,-0.24773448834131429,0.13410704478413998,1.0
2022-02-13,3.407442605445816,3029.0,24118.0234375,0.12587500000000001,8.558496502711074e-05,5.161994238349574e-05,3.3965021027685965e-05,-0.3079364848699757,0.03496506899236866,1.0
2022-03-01,2.2737693539775634,3025.0,24118.0234375,0.123625,7.666922340015045e-05,4.5255885612328805e-05,3.5206247479055276e-05,-0.23770972743704444,0.11478798488491807,1.0
2022-03-17,2.7859850507207753,2861.0,24118.0234375,0.1208125,8.059225572090905e-05,4.2227542409302736e-05,3.566299018977842e-05,0.2591521362100163,0.04686288075379131,1.0
2022-04-02,3.8284089695675476,3262.0,24118.0234375,0.11525,6.412000448670964e-05,2.7267720346209685e-05,3.792502403070175e-05,0.14246619273234967,0.03229555530282882,1.0
2022-04-18,2.297362520021345,2988.0,24118.0234375,0.1266,7.220501164387496e-05,3.3856814854054446e-05,3.834819581478907e-05,0.3321796568250753,0.013302850016408407,1.0
2022-05-04,2.5200907634810648,3241.0,24118.0234375,0.126,8.786574238979928e-05,5.0878624887921454e-05,3.782919845043137e-05,-0.5271781201453298,0.18336767450163874,1.0
2022-05-20,2.627261078483727,2839.0,24118.0234375,0.11850000000000001,0.00010282442978680595,7.116271037943946e-05,3.880495310243795e-05,0.41452756630627224,0.16055475402845568,1.0
2022-06-05,4.516908702616121,3447.0,24118.0234375,0.11836363636363637,0.00010840136124738656,6.871788866954125e-05,3.8678890377296114e-05,-0.09433514829558289,0.10314194541517394,1.0
2022-06-21,5.430795515216246,3719.0,24118.0234375,0.12555555555555556,8.736271874420217e-05,7.09070126148419e-05,3.918023879654435e-05,-0.3224954282465006,0.26864191376394536,1.0
2022-07-07,5.64023575638506,3245.0,24118.0234375,0.131,8.129100839231641e-05,6.559698104240215e-05,3.903593989379872e-05,-0.4798764444654053,0.3547896246964467,1.0
2022-07-23,2.9083982915109203,2973.0,24118.0234375,0.13,9.87975033535451e-05,7.914172164854147e-05,3.950553592838904e-05,-0.516982023985805,0.2387555289833301,1.0
2022-08-08,5.026780565936988,3230.0,24118.0234375,0.1252,8.143430787918864e-05,4.6790921677399004e-05,4.021422021195996e-05,-0.16340690262724977,0.20366189815606553,1.0
2022-08-24,3.811954084356664,3286.0,24118.0234375,0.12243598484848486,9.720067565963189e-05,6.03122340258685e-05,3.95837732878313e-05,-0.4967702513325713,0.29278310189202567,1.0
2022-09-09,4.007132941804571,3448.0,24118.0234375,0.133625,9.030140761836742e-05,5.89218424849342e-05,3.851781846899756e-05,-0.09230185751460118,0.20704444122442717,1.0
2022-09-25,2.991413104933856,4106.0,24118.0234375,0.132,0.00011797136654669983,6.938853477620479e-05,3.831244810146987e-05,-0.8771845100190091,0.32210103977707205,1.0
2022-10-11,3.8599252536038513,2852.0,24118.0234375,0.132,0.00010214924781536866,7.723593238988445e-05,3.776390224791846e-05,-0.4684434584644598,0.17471018880376196,1.0
2022-10-27,2.8786394557823343,3901.0,24118.0234375,0.13285714285714287,9.146572767998455e-05,6.340820940299397e-05,3.40070173647756e-05,-0.6613575250017524,0.37304890470545293,1.0
2022-11-12,3.1666951414842295,3015.0,24118.0234375,0.12487500000000003,0.00012431511827146983,6.767977579214191e-05,3.449666532464131e-05,-0.7829050128128792,0.3259452563980686,1.0
2022-11-28,2.528174052322477,3393.0,24118.0234375,0.12266666666666667,0.00010557730781281397,6.854170531936602e-05,3.5771433961357484e-05,-0.6287569279519107,0.29195076063572006,1.0
2022-12-14,1.878804057661501,2970.0,24118.0234375,0.12348785714285715,0.00011440163838490152,6.592765105178923e-05,3.662586129831782e-05,-0.2849312472245153,0.23780938721931585,1.0
2022-12-30,2.0185210891617764,3347.0,24118.0234375,0.11,0.00011870762482194566,9.994997806741443e-05,3.434391688540097e-05,-0.19948896422815887,0.2045011047990113,1.0
2023-01-15,3.203822744260574,3319.0,24118.0234375,0.11093750000000001,8.574788579919004e-05,5.8209156953239384e-05,3.137126789206328e-05,-0.5104074530469876,0.11185539310449491,1.0
2023-01-31,2.917949813134019,3334.0,24118.0234375,0.11554545454545455,0.000146675183150044,0.00011705291624322192,3.2277695606917224e-05,-0.28045741899334675,0.14476051969220768,1.0
2023-02-16,2.2863053924185834,2965.0,24118.0234375,0.1214075,9.608736132168262e-05,6.0303871707594496e-05,3.578349091988077e-05,-0.09579213601131409,0.027471896166881758,1.0
2023-03-04,1.0362413240789792,3051.2,24118.0234375,0.12227532467532468,7.621211891112832e-05,4.027361761774973e-05,3.5984438247573715e-05,-0.04954734019476495,0.12549231772203698,1.0
2023-03-20,2.341340096102499,3316.8,24118.0234375,0.12359583333333335,8.317018057590243e-05,4.035091512037763e-05,4.272061620569328e-05,-0.4827982200826423,0.07517643950050366,1.0
2023-04-05,2.078547784303275,2965.0,24118.0234375,0.11990749999999999,8.32401779105029e-05,4.0279267458739555e-05,4.296091129271109e-05,0.13175686078846638,0.02820333186687088,1.0
2023-04-21,5.074349775784718,3265.2,24118.0234375,0.13001111111111113,7.676940923169601e-05,3.293031523288654e-05,4.3591592540651185e-05,-0.35767476860129116,0.20970767517413333,1.0
2023-05-07,3.2399359316604333,3341.0,24118.0234375,0.12327159090909093,0.00011750077708079546,6.997115364954794e-05,4.482696715973915e-05,-0.31384821944965935,0.12956839022015196,1.0
2023-05-23,0.8914735718099465,2860.0,24118.0234375,0.12606964285714287,0.00011971461873002713,7.368729485947604e-05,4.6988428044838904e-05,-0.21841319172726678,0.0794575191566236,1.0
2023-06-08,2.2623278163374536,2965.0,24118.0234375,0.12177833333333335,0.00011862408532471312,7.331170730988772e-05,4.673843225729993e-05,-0.11337381799884169,0.19478344329111952,1.0
2023-06-24,3.049362119725245,3329.8,24118.0234375,0.1194055194805195,0.00010764399670544623,6.209519075331703e-05,4.563624711188327e-05,-0.3984112813277026,0.2025865530452287,1.0
2023-07-10,5.226146848603005,3451.2,24118.0234375,0.13001111111111113,0.00010189495812925908,6.003336655302645e-05,4.296928788940604e-05,-0.5125993499231964,0.36289707418001727,1.0
2023-07-26,4.550646022423933,3344.8,24118.0234375,0.12775328282828283,9.669271662460166e-05,5.401893999385142e-05,4.143231005389636e-05,-0.12681820966758278,0.19850772706848185,1.0
2023-08-11,2.732563801388152,3390.0,24118.0234375,0.11762178932178932,0.00010254359110212993,6.28149149852456e-05,4.198082736391092e-05,-0.2682019197819485,0.20225015389992898,1.0
2023-08-27,4.504543513080627,3344.8,24118.0234375,0.12775328282828283,8.933833491672127e-05,7.293820039795283e-05,4.088888460208919e-05,-0.16885308053446524,0.3732750253280748,1.0
2023-09-12,3.0301441537639953,3165.4,24118.0234375,0.11800909090909092,0.0001005102047804681,6.182820218884533e-05,4.043832263099101e-05,-0.2222932191971352,0.16691559981977014,1.0
2023-09-28,4.716882007474652,3243.6,24118.0234375,0.1274838383838384,8.901390439683925e-05,5.2273261594063217e-05,3.74892374510786e-05,-0.2822879331760392,0.1708184527935723,1.0
2023-10-14,3.5664709022958014,3330.8,24118.0234375,0.12963750000000002,0.00012166667404412539,9.196793600466075e-05,3.6235341412601066e-05,-0.6086739620870687,0.22150474460406028,1.0
2023-10-30,2.8294557823129054,3181.2,24118.0234375,0.12934642857142858,8.824900185926207e-05,4.303213707366752e-05,3.442967735792517e-05,-0.8560237492889748,0.35788460236875697,1.0
2023-11-15,4.5408805296980805,3234.4,24118.0234375,0.12938253968253968,6.781919882330733e-05,3.947687761459277e-05,3.384557086584701e-05,-0.4100627782112972,0.5026378818732711,1.0
2023-12-01,1.5240042712226298,2913.2,24118.0234375,0.1252556818181818,7.918695946164954e-05,4.795615269116302e-05,3.1220883365632666e-05,-0.46056152993756855,0.30110160049261236,1.0
2023-12-17,1.8109877202349374,3101.4,24118.0234375,0.12085568181818182,9.279206479638244e-05,6.568841521859323e-05,2.925899690245249e-05,-0.43108480542129524,0.27097438537929164,1.0
